stop_name,stop_lat,stop_lng
Klínec,49.90086,14.342779
"Klínec,u hřiště",49.90516,14.33605
"Klínec,škola",49.905903,14.331742
Klíčany,50.20106,14.434917
"Klíčany,Břežanská",50.206648,14.43659
Klíčov,50.116817,14.514341
Klíčovská,50.117676,14.508133
Knovízská,50.04137,14.500132
"Kněževes,Stará hospoda",50.118478,14.261725
"Kněževes,U nádraží",50.122172,14.254478
"Kněževes,skladový areál",50.118083,14.268924
Kněžská luka,50.092167,14.492724
Kobrova,50.076134,14.398607
Kobyliská střelnice,50.130968,14.46074
Kobylisy,50.124282,14.454523
"Kochánky,Okrouhlík",50.26678,14.803598
Kodaňská,50.070751,14.460816
Kodymova,50.051484,14.337342
Koh-i-noor,50.067363,14.461449
Kojetice,50.23801,14.508116
"Kojetice,Rozc.",50.236534,14.49459
"Kojetice,Tůmovka",50.229402,14.494616
"Kojetice,žel.st.",50.237513,14.499078
Kokořínská,50.14571,14.485133
Kolbenova,50.110531,14.516085
Koleje Jižní Město,50.017239,14.499901
Koleje Strahov,50.080342,14.390032
Koleje Větrník,50.088764,14.351195
Koloděje,50.060142,14.6407
Kolodějská obora,50.062504,14.62759
Kolonie,50.09339,14.525184
Kolovraty,50.016051,14.621392
Komořany,49.991322,14.410685
Komárovská,50.115309,14.62145
Konojedy,49.948456,14.851245
"Konojedy,Klíče",49.939066,14.858053
"Konojedy,pila",49.94548,14.853052
"Konojedy,rozc.",49.946691,14.83217
Konvářka,50.054617,14.401833
Konětopy,50.27479,14.655624
Korandova,50.022584,14.421116
Korek,50.105784,14.360158
Korkyně,49.780499,14.351885
"Korkyně,Křížov",49.788557,14.352554
Korunovační,50.099704,14.42058
Korytná,50.064792,14.493295
Kosoř,49.98609,14.327544
"Kosoř,rozc.",49.976975,14.328544
"Kostelec n.L.,Jiřice",50.233484,14.55696
"Kostelec n.L.,Na růžku",50.2246,14.584801
"Kostelec n.L.,nám.",50.230835,14.588233
"Kostelec n.L.,u váhy",50.226884,14.584252
"Kostelec n.L.,záv.",50.229272,14.573079
"Kostelec n.L.,žel.st.",50.221684,14.58225
"Kostelec n.Č.l.,Chaloupky",49.992496,14.878935
"Kostelec n.Č.l.,Dobrovského",49.990911,14.85357
"Kostelec n.Č.l.,Jevanská",49.987116,14.84923
"Kostelec n.Č.l.,Na Skalce",49.993021,14.83967
"Kostelec n.Č.l.,Svatbín",49.988026,14.880515
"Kostelec n.Č.l.,Svatbínská",49.983638,14.877328
"Kostelec n.Č.l.,Trativody",49.992781,14.845825
"Kostelec n.Č.l.,Truba",50.005666,14.836385
"Kostelec n.Č.l.,U Křížku",49.991931,14.85304
"Kostelec n.Č.l.,nám.",49.994054,14.860128
"Kostelec n.Č.l.,sanatorium",49.989976,14.863705
Kostelec u Křížků,49.90701,14.558044
"Kostelec u Křížků,škola",49.9097,14.563609
"Kostelní Hlavno,U Kostela",50.258373,14.697432
"Kostelní Hlavno,U Pomníku",50.257184,14.699267
Kostelní Lhota,50.129729,15.031032
"Kostelní Lhota,u kovárny",50.129696,15.022261
"Kostomlaty n.L.,Vápensko,odb.",50.22598,14.924381
Kostrounek,49.969406,14.38219
Kotlářka,50.069943,14.362377
Kounice,50.107978,14.855993
Kouřim,50.005161,14.972741
"Kouřim,Molitorov",49.996414,14.958621
"Kouřim,ZŠ",50.001831,14.974034
"Kouřim,rozc.Běšínov",49.982571,14.976541
"Kouřim,skanzen",49.999371,14.969853
Kovošrot,50.062085,14.542164
Kovárna,50.117378,14.416595
Kovářova-KD Mlejn,50.048317,14.317824
Kozojedy,49.996392,14.813994
"Kozojedy,rozc.",49.991776,14.81293
Kozomín,50.237356,14.372401
"Kozomín,Rozc.0.4",50.240512,14.372808
"Kořenice,rozc.Chotouchov",49.956442,15.121573
Krahulčí,50.107426,14.603804
Krakov,50.127772,14.417052
"Kralupy n.Vlt.,Barvy Laky",50.237604,14.307272
"Kralupy n.Vlt.,Dýhárna",50.240779,14.328289
"Kralupy n.Vlt.,Gymnázium",50.240164,14.299714
"Kralupy n.Vlt.,HELP-Trans",50.247099,14.326239
"Kralupy n.Vlt.,Hřbitov",50.232959,14.310919
"Kralupy n.Vlt.,Kaučuk",50.255524,14.320584
"Kralupy n.Vlt.,Koupaliště",50.253849,14.308309
"Kralupy n.Vlt.,Kovošrot",50.239984,14.333949
"Kralupy n.Vlt.,Lidové nám.",50.236819,14.290664
"Kralupy n.Vlt.,Lobeč",50.245654,14.301454
"Kralupy n.Vlt.,Lobeček",50.247149,14.316314
"Kralupy n.Vlt.,Lobeček,Pískovna",50.243234,14.328219
"Kralupy n.Vlt.,Lobeček,Rozc.",50.250944,14.322754
"Kralupy n.Vlt.,Masarykova",50.250129,14.313214
"Kralupy n.Vlt.,Mikovice",50.230694,14.290159
"Kralupy n.Vlt.,Mikovice,Rozc.0.5",50.232924,14.280489
"Kralupy n.Vlt.,Minice",50.223349,14.299959
"Kralupy n.Vlt.,Modrá hvězda",50.227749,14.296769
"Kralupy n.Vlt.,Městský úřad",50.241349,14.311909
"Kralupy n.Vlt.,Na Krétě",50.232604,14.291409
"Kralupy n.Vlt.,OSP",50.241074,14.303524
"Kralupy n.Vlt.,Revoluční",50.251439,14.311119
"Kralupy n.Vlt.,Růžové údolí",50.23433,14.285979
"Kralupy n.Vlt.,Tesco",50.252419,14.318879
"Kralupy n.Vlt.,Třebízského-věžáky",50.245964,14.316469
"Kralupy n.Vlt.,Třebízského-škola",50.244094,14.320039
"Kralupy n.Vlt.,U Cukrovaru",50.242499,14.309399
"Kralupy n.Vlt.,U Jízku",50.239649,14.303544
"Kralupy n.Vlt.,U Parku",50.252229,14.308789
"Kralupy n.Vlt.,U Požárního domu",50.240409,14.296859
"Kralupy n.Vlt.,U Čejků",50.246649,14.314864
"Kralupy n.Vlt.,U Železničních domů",50.248644,14.310539
"Kralupy n.Vlt.,V Luhu",50.244539,14.307229
"Kralupy n.Vlt.,V Zátiší",50.238889,14.304229
"Kralupy n.Vlt.,Zeměchy",50.229919,14.267269
"Kralupy n.Vlt.,ÚNZ",50.238942,14.306786
"Kralupy n.Vlt.,ČSAD",50.241159,14.296974
"Kralupy n.Vlt.,Čechova",50.236974,14.293039
"Kralupy n.Vlt.,Žel.st.",50.239316,14.313036
Krausova,50.142722,14.506557
Krejcárek,50.095207,14.475356
Krematorium Motol,50.06608,14.326075
Krematorium Strašnice,50.077237,14.485163
"Krhanice,Prosečnice",49.862581,14.53482
Krocínka,50.116045,14.503171
Krupá,50.017296,14.870856
"Krupá,dvůr Chrást",50.039571,14.879776
"Krupá,rozc.Syneč",50.031916,14.876156
Krymská,50.071934,14.447404
Krystalová,50.154916,14.522392
Králova,50.159393,14.524466
Královice,50.037041,14.635598
Královická,50.065276,14.515524
Královský letohrádek,50.094247,14.404762
Krčská,50.04358,14.442511
Krčský hřbitov,50.04628,14.439445
"Krňany,Slapnice",49.839626,14.471421
"Krňany,Teletín",49.827177,14.468246
"Krňany,Závist",49.857846,14.439238
"Krňany,Závist,u křížku",49.856986,14.444361
"Krňany,bytovky",49.845381,14.47701
"Krňany,obec",49.842411,14.475131
"Krňany,rozc.Třebsín",49.852492,14.45642
Krňovická,50.101929,14.659069
Kublov,50.054465,14.418097
Kubánské náměstí,50.070701,14.477446
Kuchyňka,50.116223,14.44777
Kudrnova,50.072284,14.343966
Kukulova,50.078496,14.344542
Kuliška,50.108267,14.366133
Kundratka,50.112576,14.479702
Kunice,49.936031,14.66933
"Kunice,Dolní Lomnice",49.913506,14.685094
"Kunice,Dolní Lomnice,Chlum",49.914576,14.691519
"Kunice,U Dálnice",49.93957,14.668658
"Kunice,U Hřbitova",49.9352,14.678154
"Kunice,Vidovice",49.923775,14.667681
"Kunice,Vidovice,Bonavita",49.921086,14.6667
"Kunice,Vidovice,zámek",49.927911,14.666485
"Kunice,Všešímy",49.923958,14.692145
"Kunice,Všešímy,Pardálov",49.927323,14.683226
"Kunice,Všešímy,SŠŘ",49.920187,14.688669
"Kunice,rozc.Vidovice",49.920356,14.664544
Kunratice,50.0132,14.487514
Kunratická škola,50.013325,14.481634
Kutnohorská,50.064038,14.551933
"Kutná Hora,Centrum",49.949723,15.261198
"Kutná Hora,aut.st.",49.954161,15.272251
"Kutná Hora,k nem.",49.947634,15.256666
"Kutná Hora,poliklinika",49.946835,15.251743
Kvasinská,50.062738,14.642677
Květnice,50.057006,14.684735
"Květnice,Na Ladech",50.068786,14.689245
"Květnice,Rozc.",50.056441,14.680555
"Květnice,Za Mlýnem",50.061406,14.68298
Květnová,50.142709,14.477958
Kyje,50.097792,14.549158
Kyjský hřbitov,50.092848,14.546911
Kyselova,50.126158,14.46347
"Kytín,U Hřbitova",49.847358,14.2251
"Kytín,náves",49.849991,14.218482
"Kytín,rozc.",49.839757,14.244458
"Káraný,Most",50.182641,14.732163
"Káraný,Pošta",50.174756,14.736278
"Káraný,Vodárna",50.177922,14.732362
Křenek,50.231173,14.629144
"Křenek,rozc.1.5",50.240368,14.636106
Křenice,50.032042,14.668481
"Křenice, K Sibřině",50.040744,14.667251
Křeslice,50.023441,14.565084
Křižíkova,50.09329,14.451388
Křížkový Újezdec,49.931076,14.584709
"Křížkový Újezdec,Čenětice",49.943511,14.578695
Křížová,50.063111,14.405057
Kšely,50.043901,14.900531
Labe,50.013734,14.421158
Lahovice,49.988148,14.398202
Lahovický most,49.995433,14.398082
Lahovičky,50.000865,14.397661
Lahovská,49.991456,14.365619
Laurová,50.061208,14.398407
Lazarská,50.079364,14.420261
Ledčice,50.341044,14.294072
"Ledčice,Rozc.",50.335332,14.283808
Lehovec,50.106987,14.547402
Lehárova,50.008883,14.405747
Letecké muzeum,50.125993,14.535891
Letecké opravny,50.135006,14.543796
Letenské náměstí,50.099975,14.423604
Letiště,50.106086,14.271952
Lety,49.920963,14.251136
"Lety,K Libří",49.924803,14.241221
"Lety,Na Návsi",49.921826,14.256497
Letňanská,50.122998,14.507335
Letňany,50.125697,14.516103
Levského,50.005382,14.436985
Lešanská,50.045791,14.483528
Lhota,50.242618,14.65621
Lhotecký les,50.015651,14.437258
Lhotka,50.020918,14.438335
Libeňská,50.137159,14.430041
Libeňský most,50.103425,14.46531
Libeř,49.923286,14.480379
"Libeř,Libeň",49.939141,14.463609
"Libeř,Libeň,Oáza",49.951511,14.474564
"Libeř,Libeň,U Hrušků",49.943221,14.463714
"Libeř,Libeň,odb.STS",49.936056,14.463879
"Libeř,Na ovčíně",49.927646,14.481334
Libiš,50.275484,14.495829
"Libiš,Aut.st.",50.265221,14.510752
"Libiš,Ke Spolaně",50.26498,14.511548
"Libiš,Na Staré štaci",50.268004,14.495879
"Libiš,Obec",50.277204,14.500448
"Libiš,Samoobsluha",50.274317,14.502411
"Libiš,Spolana 3",50.270352,14.513883
"Libiš,Spolana 4",50.274218,14.513074
"Libiš,U Slávisty",50.268654,14.506804
Libocká,50.086763,14.329245
Libošovická,50.111192,14.599492
Libuš,50.0081,14.462874
Liběchov,50.408239,14.44675
"Liběchov,Ješovice",50.431779,14.42545
"Liběchov,Ješovice,rozc.",50.428804,14.415045
"Liběchov,Ješovice,u lípy",50.432349,14.43169
"Liběchov,Malý Liběchov",50.403114,14.450099
"Liběchov,žel.st.",50.412489,14.4404
Liběchovská,50.144053,14.472265
Lichoceves,50.153834,14.284741
"Lichoceves,Noutonice",50.165736,14.280872
"Lichoceves,Noutonice,nádraží",50.15783,14.280046
Lidečská,50.060754,14.30181
Lihovar,50.050534,14.409766
Limuzská,50.078706,14.508267
Lipanská,50.083964,14.453433
Lipany,49.999359,14.617554
Lipence,49.959676,14.352922
Lipnická,50.112555,14.559361
Lipovická,49.996906,14.467622
Litochlebské náměstí,50.031997,14.506336
Litovický potok,50.088646,14.326757
Livornská,50.041142,14.551816
Lnářská,50.028209,14.597524
Lochkov,50.002984,14.352732
Loděnice,49.99403,14.157108
"Loděnice,Jánská,I",49.989457,14.151392
"Loděnice,Jánská,II",49.991339,14.150985
Lohenická,50.149034,14.586883
Lomnická,50.087594,14.563047
Lomy,49.998276,14.329466
Lotyšská,50.104316,14.394921
Louňovice,49.9827,14.760596
"Louňovice,I.hráz",49.989046,14.75648
"Louňovice,II.hráz",49.988361,14.767485
Luka,50.04555,14.321304
Lukavecká,50.116167,14.61756
Lužce,49.983818,14.195252
Lužec n.Vlt.,50.321524,14.400108
"Lužec n.Vlt.,Chramostek",50.328976,14.41637
"Lužec n.Vlt.,Strojírny",50.323516,14.406857
Lužiny,50.044497,14.330442
Lysolaje,50.126726,14.36741
"Lysá n.L.,Byšičky",50.180584,14.794082
"Lysá n.L.,Dvorce",50.207253,14.796601
"Lysá n.L.,Dvorce,odb.",50.208569,14.806702
"Lysá n.L.,Ke Karlovu",50.187774,14.803167
"Lysá n.L.,Litol",50.185094,14.852024
"Lysá n.L.,Litol,Mírová",50.192004,14.848731
"Lysá n.L.,Litol,u mostu",50.17488,14.853632
"Lysá n.L.,pošta",50.200488,14.84129
"Lysá n.L.,předměstí",50.201296,14.828967
"Lysá n.L.,sídl.",50.208006,14.844626
"Lysá n.L.,škola",50.20465,14.841422
"Lysá n.L.,žel.st.",50.195866,14.842123
Ládví,50.126475,14.469809
Lánská,50.098645,14.540518
Lázeňka,50.058384,14.584741
Lázně Toušeň,50.169356,14.716428
"Lázně Toušeň,Zast.",50.170186,14.707326
"Líbeznice,I",50.190138,14.493803
"Líbeznice,II",50.19495,14.496129
"Líbeznice,Pošta",50.194335,14.492735
"Líbeznice,Zdrav.stř.",50.191282,14.495588
"Líbeznice,Škola",50.195311,14.49913
Líbeznická,50.128947,14.455506
Lísek,50.042651,14.456716
Líšnice,49.889492,14.32187
"Líšnice,Spálený mlýn",49.88681,14.349024
"Líšnice,hl.sil.",49.89783,14.319006
Lýskova,50.051024,14.309392
Macharovo náměstí,50.094176,14.381749
Madlina,50.120318,14.4845
Malešická,50.086506,14.48197
Malešická továrna,50.077178,14.525988
Malešické náměstí,50.08501,14.511183
Malostranská,50.091049,14.409731
Malostranské náměstí,50.088052,14.404455
Malotice,49.966081,14.981196
"Malotice,Lhotky",49.955306,14.955746
Malovanka,50.085517,14.382256
Malvazinky,50.064992,14.388449
Malá Chuchle,50.024988,14.394732
Malá Hraštice,49.807515,14.278599
"Malá Hraštice,vilová čtvrť",49.804232,14.281133
Malá Ohrada,50.044117,14.337816
Malý Břevnov,50.076133,14.332522
Maniny,50.103296,14.453264
Mariánské náměstí,50.087296,14.417488
Marjánka,50.084538,14.375695
Masarykovo nádraží,50.087641,14.432661
Masná,50.08923,14.424116
Masojedy,50.026102,14.777815
Maškův mlýn,49.998875,14.318499
Metodějova,50.02616,14.521134
Mezi Hřbitovy,50.082247,14.471931
Mezitraťová,50.100167,14.517853
Mezouň,50.004706,14.214038
Mečeříž,50.290059,14.736248
Michelangelova,50.070225,14.509611
Michelská,50.054382,14.452746
Michnovka,50.039446,14.397183
Mikulova,50.031894,14.514244
Milevská,50.048615,14.43027
Milovice,50.228086,14.883807
"Milovice,5.května",50.224906,14.890912
"Milovice,Armádní",50.2292,14.868069
"Milovice,Balonka",50.229536,14.8926
"Milovice,Benátecká Vrutice",50.230206,14.837643
"Milovice,Benátecká Vrutice,Armádní",50.231959,14.84349
"Milovice,Boží Dar",50.248468,14.916533
"Milovice,Letecká",50.231186,14.887499
"Milovice,Park Mirakulum",50.236862,14.86105
"Milovice,Sportovní",50.23052,14.865161
"Milovice,Telecom",50.22939,14.862831
"Milovice,Tyršova",50.229589,14.864176
"Milovice,radnice",50.228645,14.876357
"Milovice,rozc.Zbožíčko",50.224326,14.896078
"Milovice,škola",50.22857,14.886055
"Milovice,žel.st.",50.229136,14.882235
Milíčov,50.026912,14.531074
Milčice,50.106562,14.992569
"Milčice,křiž.",50.104443,14.992506
Mirovická,50.130884,14.452433
Mirošovice,49.909526,14.714679
Miskovice,49.946546,15.207409
"Miskovice,Přítoky",49.947665,15.237856
Miškovice,50.155922,14.541821
Mladějovská,50.132628,14.560398
Mládí,50.050092,14.322416
"Mnichovice,Myšlín",49.939171,14.719919
"Mnichovice,U hřbitova",49.925683,14.727872
"Mnichovice,U křížku",49.939006,14.715469
"Mnichovice,Závěrka",49.929256,14.717362
"Mnichovice,bytovky",49.941541,14.702093
"Mnichovice,hotel Myšlín",49.939136,14.735479
"Mnichovice,nám.",49.935831,14.709429
"Mnichovice,požární dům",49.933551,14.712114
"Mnichovice,zdrav.stř.",49.9376,14.706166
"Mníšek p. Brdy,závod (hl.sil.)",49.872032,14.26966
"Mníšek p.Brdy,Hladový Vrch",49.865146,14.274884
"Mníšek p.Brdy,Kaple",49.840978,14.246575
"Mníšek p.Brdy,Na Kvíkalce",49.869995,14.250134
"Mníšek p.Brdy,Nad Špejcharem",49.860738,14.257526
"Mníšek p.Brdy,OPS Magdaléna",49.845965,14.267485
"Mníšek p.Brdy,Pražská",49.868114,14.266724
"Mníšek p.Brdy,Rymaně žel.zast.",49.858565,14.280349
"Mníšek p.Brdy,Stř.Lhota U křížku",49.865595,14.242419
"Mníšek p.Brdy,Stříbrná Lhota",49.8639,14.237054
"Mníšek p.Brdy,U Šibence",49.855669,14.255002
"Mníšek p.Brdy,Základní škola",49.862864,14.263147
"Mníšek p.Brdy,náměstí",49.866477,14.261534
"Mníšek p.Brdy,sídliště",49.87068,14.259594
"Mníšek p.Brdy,u hřbitova",49.861299,14.266626
"Mníšek p.Brdy,u hřiště",49.870872,14.261949
"Mníšek p.Brdy,závod",49.87238,14.271399
"Mníšek p.Brdy,ÚVR",49.87991,14.275344
"Mníšek p.Brdy,Čisovická",49.867755,14.270144
"Mníšek p.Brdy,žel.st.",49.853954,14.269558
Mochov,50.14198,14.794684
Modletice,49.970696,14.59073
"Modletice,Doubravice",49.971734,14.606833
"Modletice,Kaufland",49.975364,14.60078
"Modletice,V hůrce",49.975364,14.58962
"Modletice,rozc.",49.970106,14.597735
"Modletice,rozc.Doubravice",49.971438,14.614543
Modrá škola,50.0312,14.523742
Modřanská rokle,50.006371,14.429377
Modřanská škola,50.009019,14.403132
Mokrá,50.033556,14.504479
Mokřanská,50.063442,14.526724
Moravanská,50.1481,14.578444
Morseova,50.035108,14.5589
Moráň,50.074023,14.41873
Most Závodu míru,49.972773,14.395028
Motol,50.0681,14.335788
Mototechna,50.054129,14.316308
Mořina,49.954534,14.204838
"Mořina,Obecní úřad",49.952638,14.213224
"Mořina,Trněný Újezd",49.971872,14.219892
"Mořina,Trněný Újezd,rozc.",49.973468,14.230124
"Mořina,Trněný Újezd,rozc.I",49.969976,14.217726
"Mořina,odb.lom",49.960743,14.205157
"Mořina,u Pěchotů",49.952509,14.217474
Mořinka,49.938568,14.235484
Mratín,50.203276,14.553474
"Mratín,Cukrovar",50.207843,14.557566
Mrkosova,50.007208,14.380889
Mrzky,50.046126,14.81004
Mrákovská,50.028509,14.302106
Mukařov,49.989486,14.740431
"Mukařov,Srbín",49.982541,14.739694
"Mukařov,odb.Tehovec",49.988901,14.735735
"Mukařov,škola",49.9922,14.743948
"Mukařov,Žernovka",49.99969,14.755961
Multiaréna Praha,50.103009,14.493597
Murmanská,50.073426,14.4795
Muzeum,50.079565,14.431682
Myslíkova,50.078068,14.418498
Myšlínská,50.062165,14.534335
Máslovice,50.208855,14.37961
Mílová,50.009965,14.466692
Měchenice,49.908244,14.392518
"Měchenice,rozc.k žel.st.",49.910899,14.385541
"Měchenice,samoobsluha",49.90824,14.389338
"Měchenice,žel.st.",49.911017,14.384269
Měchenická,50.050116,14.488534
Měděnecká,50.149698,14.448677
"Mělník,Blata",50.350244,14.494204
"Mělník,Chloumecká",50.371429,14.497824
"Mělník,Chloumek",50.372554,14.512749
"Mělník,Chloumek,MŠ",50.369059,14.509649
"Mělník,Chloumek,Pohostinství",50.374174,14.501589
"Mělník,Chloumek,kult.dům",50.373634,14.506454
"Mělník,Fibichova",50.350394,14.478799
"Mělník,Mladoboleslavská",50.340899,14.507219
"Mělník,Mlazice,LIAZ",50.381969,14.479049
"Mělník,Mlazice,Liberta",50.379039,14.474189
"Mělník,Mlazice,kam.šraňk",50.380014,14.465174
"Mělník,Mlazice,u závor",50.385784,14.463149
"Mělník,Mlazice,žel.zast.",50.374358,14.466762
"Mělník,Neuberk",50.356904,14.495049
"Mělník,Podolí,nem.",50.358085,14.473742
"Mělník,Podolí,pivovar",50.353854,14.481673
"Mělník,Pšovka",50.362542,14.46841
"Mělník,Rousovice",50.343299,14.500779
"Mělník,Rybáře",50.353004,14.469974
"Mělník,Samoty",50.363764,14.491359
"Mělník,Silo",50.353334,14.497274
"Mělník,Tyršova",50.353729,14.474309
"Mělník,Vehlovice",50.392209,14.462979
"Mělník,Zádušní",50.357834,14.471409
"Mělník,aut.st.",50.350455,14.488713
"Mělník,cukrovar",50.340218,14.491867
"Mělník,koupaliště",50.360326,14.47929
"Mělník,nám.Karla IV.",50.351209,14.476719
"Mělník,poliklinika",50.346979,14.483794
"Mělník,u Nováků",50.332396,14.497339
"Mělník,u hřiště",50.34401,14.487074
"Mělník,u jatek",50.359004,14.486964
"Mělník,záv.Loděnice",50.370375,14.465616
Městský archiv,50.041076,14.495253
Měšice,50.197135,14.519508
"Měšice,Agropodnik",50.208012,14.521483
"Měšice,Na Rejdišti",50.203712,14.521144
Můstek,50.083472,14.423972
Na Beránku,49.997711,14.429091
Na Blanici,50.03689,14.582821
Na Bojišti,50.072856,14.427422
Na Boleslavce,50.169758,14.483919
Na Cikorce,50.012138,14.412665
Na Drahách,49.959046,14.382795
Na Formance,50.016672,14.530507
Na Groši,50.053136,14.523514
Na Havránce,50.006492,14.41005
Na Homoli,50.076267,14.530443
Na Hroudě,50.070252,14.488984
Na Hvězdárně,50.005386,14.376309
Na Hřebenech,50.051643,14.428253
Na Hůrce,50.077893,14.292374
Na Jelenách,50.022143,14.500085
Na Knížecí,50.068608,14.405211
Na Kovárně,50.117929,14.628384
Na Košíku,50.047108,14.515262
Na Křečku,50.044184,14.567107
Na Lukách,50.097538,14.511618
Na Lysinách,50.022332,14.412746
Na Mlýnici,50.114176,14.3207
Na Mlýnku,50.111934,14.373441
Na Míčánkách,50.071125,14.464148
Na Okraji,50.09023,14.344387
Na Padesátníku,50.10225,14.28935
Na Padesátém,50.06456,14.504506
Na Palouku,50.08043,14.488592
Na Parcelách,50.110509,14.335283
Na Pastvinách,50.100984,14.344566
Na Pazderce,50.12512,14.417892
Na Petynce,50.088188,14.381349
Na Planině,50.039552,14.430238
Na Plácku,49.966066,14.39444
Na Pramenech,50.14867,14.49717
Na Proutcích,50.013192,14.502716
Na Pískách,50.099022,14.370017
Na Radosti,50.060517,14.298966
Na Santince,50.106945,14.388666
Na Sklonku,50.066868,14.364226
Na Slovance,50.124109,14.472532
Na Smetance,50.080001,14.437882
Na Srpečku,50.037914,14.399963
Na Staré cestě,50.038556,14.441592
Na Strži,50.043329,14.438412
Na Tykačce,50.152928,14.58578
Na Vartě,50.045494,14.557495
Na Vaňhově,50.080116,14.626196
Na Veselí,50.055777,14.440378
Na Viničkách,49.980047,14.352181
Na Vrchách,50.038594,14.587982
Na Vrstevnici,50.036542,14.435908
Na Šabatce,49.989218,14.408974
Na Šafránce,50.075542,14.347099
Na Štamberku,50.146644,14.480213
Nad Běchovicemi,50.092368,14.6236
Nad Dvorem,50.009726,14.633083
Nad Džbánem,50.094084,14.337437
Nad Habrovkou,50.109084,14.345732
Nad Havlem,50.034085,14.448615
Nad Klamovkou,50.072681,14.377269
Nad Košíkem,50.045009,14.5192
Nad Malou Ohradou,50.040288,14.340038
Nad Markétou,50.083365,14.346838
Nad Pahorkem,50.043011,14.487786
Nad Parkánem,50.012554,14.631436
Nad Primaskou,50.074945,14.489984
Nad Rybníkem,50.087313,14.586129
Nad Rybníky,50.037001,14.447549
Nad Trojou,50.120354,14.439336
Nad Vinným potokem,50.056394,14.458051
Nad Zlíchovem,50.045238,14.404466
Nad Závistí,49.980517,14.404199
Nademlejnská,50.103816,14.524616
Naskové,50.06338,14.360532
Nebozízek LD,50.082256,14.399209
Nebušice,50.112098,14.32138
Nedomice,50.257009,14.615749
Nedvězí,50.016751,14.655517
Nehvizdy,50.1308,14.730729
"Nehvizdy,Nehvízdky",50.140283,14.74433
"Nehvizdy,U Studánky",50.1324,14.737745
Nelahozeves,50.261474,14.300749
"Nelahozeves,Lešany",50.256179,14.285299
"Nelahozeves,Lešany,Rozc.",50.256839,14.296774
"Nelahozeves,Rozc. Staré Ouholice",50.285132,14.313416
"Nelahozeves,Tukové záv.",50.275894,14.309529
"Nelahozeves,U Kaštanu",50.281044,14.314824
"Nelahozeves,U Nadjezdu",50.267174,14.302884
Nemocnice Bubeneč,50.10775,14.401874
Nemocnice Bulovka,50.115677,14.462957
Nemocnice Bulovka - gynekologie,50.116099,14.460118
Nemocnice Bulovka - onkologie,50.116919,14.462768
Nemocnice Krč,50.030568,14.45529
Nemocnice Motol,50.074878,14.340568
Nemocnice Na Františku,50.093112,14.423407
Nemocnice Na Homolce,50.075676,14.354424
Nemocnice Vinohrady,50.076702,14.475515
Nemocnice pod Petřínem,50.086885,14.396352
Nepasické náměstí,50.103768,14.65877
"Neratovice,Byškovice",50.254236,14.494837
"Neratovice,Byškovice,Družstevní",50.255079,14.494684
"Neratovice,Byškovice,Větrná",50.252679,14.488959
"Neratovice,Byškovická",50.255619,14.496684
"Neratovice,Dům kultury",50.258904,14.514579
"Neratovice,Horňátky",50.247096,14.474394
"Neratovice,III.ZŠ",50.254704,14.511976
"Neratovice,Kojetická",50.252736,14.519503
"Neratovice,Korycany",50.254358,14.451886
"Neratovice,Kostomlatského",50.261329,14.525039
"Neratovice,Lobkovice,Hřbitov",50.250353,14.531657
"Neratovice,Lobkovice,Obchodní akademie SOVA",50.253469,14.530909
"Neratovice,Lobkovice,Statek",50.251849,14.538949
"Neratovice,Lobkovice,V Lukách",50.248959,14.536099
"Neratovice,Masarykova",50.259949,14.518689
"Neratovice,Nám.Republiky",50.25936,14.517266
"Neratovice,U Vojtěcha",50.261299,14.507458
"Neratovice,Školní",50.254571,14.517489
"Neratovice,Žel.st.",50.262126,14.517175
Nerudova,50.088311,14.402235
Nespeky,49.85858,14.660599
"Nespeky,rozc.Pyšely",49.86546,14.656714
Netluky,50.041093,14.613134
Netušilská,50.082791,14.645155
"Netvořice,Lhota,rozc.0.5",49.812766,14.48783
"Netvořice,Pošta",49.816992,14.517443
Netřebická,50.129304,14.572817
Nevanova,50.066186,14.311343
"Neveklov,Jablonka",49.778368,14.464851
"Neveklov,Jablonná",49.780042,14.450985
Newtonova,50.035068,14.551924
Norbertov,50.091148,14.37774
Novoborská,50.126283,14.49853
Novochuchelská,50.009086,14.384806
Novodvorská,50.023505,14.440368
Novoměstská radnice,50.077457,14.419521
Novovysočanská,50.100346,14.49152
Novozámecká,50.089331,14.569762
Novoštěrboholská,50.074708,14.561938
Nová Ves,50.265959,14.421908
Nová Ves p.Pleší,49.8312,14.275159
"Nová Ves p.Pleší,Včelník",49.84417,14.279329
"Nová Ves p.Pleší,rozc.k sanat.",49.837555,14.277884
"Nová Ves p.Pleší,sanatorium",49.834105,14.283724
"Nová Ves,Miřejovice,Most",50.281144,14.315899
"Nová Ves,Nové Ouholice",50.302758,14.316691
"Nová Ves,Nové Ouholice,U Havlínů",50.303416,14.317683
"Nová Ves,Rozc.",50.308716,14.314392
"Nová Ves,Staré Ouholice",50.290033,14.321882
"Nová Ves,Vepřek,U Fary",50.308449,14.323866
Nová kolonie,50.050642,14.327983
Nová Šárka,50.092958,14.314728
Nové Butovice,50.050935,14.352352
Nové Dvory,49.802603,14.357306
"Nové Dvory,Krámy",49.799487,14.338048
"Nové Dvory,Krámy,rozc.1.0",49.792331,14.345361
"Nové Dvory,Nová Hospoda",49.799907,14.364652
